Review,Rating
Pathetic customer service. Pro discount didn't get applied to my order. Was never helped. They kept transferring the chat and made a mockery of the conversation,1
zomato is the worst app for online ordering. They don't resolve our issue. They apply delivery and tax charge more than anyy other app. Scam offers. My cash on delivery option is disabled from 2 yeara i dont know whyy. Such a disappointing app.,1
The basic to do of checking the order while pickup is arranged at restaurant is missing... pathetic service quality 🙄 received wrong order twice in last 2 days.,1
Zomato pro is terrible. Just get Swiggy super instead. So to give more context Zomato pro implied that pro would not have delivery charge anymore but that's just not true while Swiggy super does that and is just better in general.,1
Super delay in the arrival of the order even after the valet leaving the restaurant as scheduled. The valet didn't pick up the call twice and responded at the 3rd instance saying he was away delivering another order.,1
"Zomato service is getting worse by the day. Waited more than 1 hour, still the delivery guy could not find my location.",1
"Money sucking apps...do u guys think we are idiots... all menus price are higher than actual than packing charges, delivery charges, tax, surge charges....seriously sucks",1
"Superb delivery by zomato... very quick , as per the time they delivered it and also the application was very easy to use as compared to others",5
"Very poor service, delivery guys work in parallel with Swiggy, Dunzo. They wait for more than one orders and then leave their location... It's been multiple times",1
Good for food it's hot 🔥🔥 and delivery in just 45 minutes,5
"Hotels cheat on their customers in the name of discounts and even we report this to the customer support,they don't help at all. Pathetic experience of food ordering and even worse customer service. Better try swiggy if you want your hotel food experience to be good.",1
No option to cancel the order even if cancellation is done within a few minutes. This is unfair and monopolistic.,1
The delivery will be very late....nearly 1 hour 30mins taking for one delivery....If any people are hungry and they book a food then they should eat after 2 hours ...such a worst,1
"No proper service, no proper suggestions, they dont even know how to cancel a order, if any customer wants to cancel a order. We know we ordered a order, if we want to cancel that order, they are not even properly guiding us. What is this nonsense service, we are a good customer of zomato, so please give us suggestion as soon as possible.",1
Support system is good.sometimes vendors send wrong items but Zomato support system never let u down. They reimburse properly and understand the problem.,5
Quick delivery.Customer safety is also taken.Social distancing us also practiced. Nice app👍,4
"I am very much satisfied as because Zomato is friendly and any problem, if bring to the notice of Zomato, they solve it whole-heartedly. Thanks Zomato",5
There is an big difference in rate list of hotel or restaurant which is less and Zomato rate list is more even though the Zomato incueds extra delivery charges.,1
"Delivery timings are too late more than one hour, as usual there is no proper support.",1
"It was exceptional experience placing order through Zomato,best part is the quick dilivery time. It was augmenting experience.",5
3rd time in a week after so many disappointing incidents I'm deleting the app. Latest experience - The worst food delivery app where they lie to you about your food getting delivered at 11 PM. They stall you for 90 mins and push you to accept the order even after you have cancelled it....I wish they allow here to post screenshot.,1
"Not respomding for any of refunding. They are not responding for food poisining, while i experienced on two times. Too much time taking to delivered the food when angry than compared to swiggy",1
Good app simple procedure of placing order and have more options for easy delivery like we can record the audio for telling the directions to reach the address.... Best app!,5
Every time cashback regards issue. And not give answer proper. I have aslo send mail about my query till not received any satisfied response.,1
"Today I ordered. I went to sleep and could not attend the call from the delivey guy and when I called him, he 1st said that he delivered at reception, in 2nd call, he said he delivered it outside my room 301, Asoka lodge. In 3rd call he said he delivered in Asoka lodge near Gurudwara. When I reached ashoka near Gurudwara, came to know he never kept food parcel to any of the hotels. Till this time he lied told and said he delivered. Please do not lie to ur customer. Zomate has initiated refund.",1
Nice and fresh food on time delivery!,5
Zomato servicing should improve in terms of delivery when we order ice creams it comes to us in melting position and sometimes food is also cold so improve your time limit and make sure that we have ordered ice cream not water and food should be warm for pleasent experience,3
I have ordered Pasta from Millennium restaurant at late night and they have delivered uncooked simply boiled pasta. And even this restaurant number is not reachable. Worst experience ever with zomato.,1
Great service All precautions are taken during covid-19 Delivery was excellent No backdrops,5
In love with this app. This is more useful than any other online food site. Coupon codes are very much useful. Thanks again.,5
No help or action taken by zomato for any kind of rude behavior or delay from the valets side and even worse is the chat with the customer support with only sends computerized replies and not being helpful at all what so ever.,1
Bad impression on zomato I have paid for the order but the app is showing that transaction failed what is this??? Very bad,1
"App and delivery persons very good. Found Food not so good sometimes, but that's the restaurant we choose.",4
Easy to access. Easily gets all known restaurants with good offers. Better than swiggy app. Always gives Discount on every orders.,5
Great app for ordering food online.. good discounts and variety of Restaurants to choose from..,5
"In the last 8 weeks three times I've received my order at least 30 minutes late and when I called for following the same thing it's been told we are sorry, I think if you providing a delivery services either You deliver on time or don't give promises you can't deliver",1
This aapp is the wrost app. I ordered cake and their delivery man went to wrong location they cancelled my order and even not refunding me my amount that to they people arguing me blaming me i kept wrong location .Their delivery service is wrost always and if it is my hand they would have give zero rating,1
It does not get gps location correctly and had to go and get from the nearby square because of faulty location that this app takes,3
Awful customer service. Raised same complaint multime times they always say support executive will get back to you in less than 3 mins but no one calls. Zomato is getting worst.,1
It's a worst food delivery app. The taxes and charges are very high. Even pro membership is useless. Swiggy is much better than this. 👎👎👎👎,1
The delivery guys r given multiple pickups at the same time which creates a lot of delay in delivery then why r u charging service charges,1
Pro membership is just a trap... Most of the pro outlets are really bad... Will never go to inreal world if u knew .. have seen a real bad outlet of our area listed as pro . It seems to be a way to get business for them since no one inarea visit them in real world,1
I ordered from Mc Donald's and in the ordered i recieved few items were missing and i contacted the support. They said that the amount will be refunded in 4-5 days and it has already been 9 days and now if i contact the support executive they are asking for 4-5 days. Guys i'm not asking to eat freely. I am asking to return the amount which i have paid to the items which I haven't received,1
Today was my first order but was very nice experience..delivery on time decent delivery men 👌,5
Very poor customer service. No option to chat properly.predefined options r there. My order is delayed and no proper answer .,1
"Delivery guys are so rude every time. They Dont consider time. They just want to accept order wherever the order is. I hope zomato is taking action against low rating delivery guys. Also zomato kitchen is worst, zomato kitchen has tie up with some restaurants and makes food if there is rush at hotel.",1
I've had good offers on this app. I love this app. The services are also good but delivery time could be lesser.,4
"Good one, deserve better ratings from people.. nearly ordered more than 10 times.. everytime.. got delivered food before 5-10 mins of delivery time estimated.. hate that tax and delivery charges.. happy to tip rider..",5
Most of the valets don't deliver food. They just accept then turn off their mobile phones and we had to wait for 2.5 hrs for just the delivery from a 5km restaurant.,1
"One complaint regarding fetching the correct location, even after providing exact address, the valet is unable to reach me. Faced this several times",5
"Delivery charge high , Number of resturants with pro(subscription) is less And when ordering from other resturants , the delivery charges are way too high Make delivery free People with Zomato Pro subscription.",1
"Zomato.. are you guys serious about customer service and experience? Although I selected the delivery option as 'Hand me the order', the valet still just hung the order at the gate. And marked the order as delivered. Is it really delivered? Refunding the amount and providing a voucher is not always the solution. It's the moments of life, special occasions that get spoiled, because of the insensitive behavior of your valet.",1
For the last 3 orders I've been facing the same issue that delory boy's phone is switched off when I try to connect. Your delivery services are worst. Truly wors t,1
Zomoto collects too much for membership charge but the hotels and offers are worst.waste of taking yearly membership. Zomato makes the food too expensive and offers discount on that showing that they are giving best offer.,1
The outlets on Zomato are not providing food as per expectations. Even after complaint there is no proper resolution of the issue.,2
All srevice is good but delivery charges is very high,3
It's been more than 35 days that am following up with their customer care (chats & emails) for 180rs refund. They kept forwarding to different teams and now for past 10 days they stopped replying also. Pathetic service.,1
"The app became super slow and laggy to the extent that its so annoying and the prices and delivery charges are just as bad, no longer want to use your application anymore as i have no more patience to handle it.",1
Zomato is Useless app ....swiggy is better than this Zomato app ...reason why Zomato is not good if you are facing any issues with your food they will do nothing and it delivers always late and there is nothing to tell good about Zomato.,1
You should also add places which take an hour to deliver like from my area McDonald's is 40mins they can still deliver even if it takes an hour to deliver we alreaey pay delivery charges anyway.,3
"It's always nice.. Nice Food, Multiple restaurants.. Daily Offers... Good Service.. Co operative workers.. And I hope Good customer service as well but still not required at all.",5
I'm more satisfied about the Service... I'm ordering for more than 3 years and I haven't had a late delivery even one time... Loving this App....,5
I ordered food which was cancelled by zomato just bcz my phn was not reachable but i had provided detailed address.. after cancellation i reordered the same thing which was delivered without even calling me. so if they could deliver without even cqlling why did they cancelled my 1st order... now they are not refunding my money.. thet caused my family to stay hungry for 2 hrs... their delivery person literally stole my food and they are charging the cost on me.. their customer service is bad..,1
"Wastage of money,we ordered two different flavours but both had same taste...not worth of money.",1
"Zomato has the worst customer care among all online platforms. They charge insane amount for delivery, their coupon codes are just gimmicks and the food quality is average and sometimes the food quality is so bad that you have to throw away your entire order.",1
"To much of delivery cost collected from my location, and limited offers and less restaurants in my place other application show so many restaurants but here very less and delivery price is high more than 60 rs",3
"Zomato app is a completely useless app, at 2:00 pm the order will come at 3:00 pm and we will collect the tax separately from the delivery charge but the service is completely useless... It's better we have go to hotel pick our own order... Zomato become worst..why we are pay tax or delivery charge",1
"Good fooding app, easy to search and navigate. Timely food delivery, always good experience.",5
"Ordered twice and Never delivered on time and operations are too worst,even after delivered also it's showing the state as your food is on the way",1
"I use Zomato daily. However when I placed an order by mistake and in less than 2 mins communicated to them, they agreed to cancel on the condition COD will be disabled. Any company that doesn't make exceptions for daily customers.... no words. I'm changing over to Swiggy.",2
"Charges taxes a lot, the menu shows rates with discount but while placing order it doesnt show any discount and taxes are just too much",1
But don't go for visa single click enabling worst thing I have seen.Badly ordered item by accidentally. Very bad experience with this app.,1
Really amazing aap easy to choose food anywhere anytime I love this aap😍😍😍😍,5
"There is a glitch with payment process. I did payment, but the order was not placed.😡😡. Such a worst app.",1
I Always rely on this app for my food cravings... All over good one for all cravings u have.. Wish we could have more discounts option for the same,5
I oredered the food using zomato. Its a wonderfull food delivery app.,4
"Ordered burger nearby my house, delivery time was taking 1 hour ?? Restaurants are maintaining accuracy so is Zomato",1
They rip you off under the name of learning as they didn't deliver the instructions to restaurants. They also wont offer full refund for the messed up order.,1
I am a zomato rider.. As zomato doesn't pay properly.. I feel it's cheating the riders.. Distance pay doesn't pay correctly.. I have raised 5 queries from past one month for distance pay.. They still didn't resolve it.. Very bad support zomato has.. And some time I travel more to deliver.. But they pay less.. Very bad guys work here as support they are always rude...,1
I am using the app everyday. It has started lagging from couple of days..Bad experience from last 3 days.,1
Rating downgraded to 2. Live status tracking is an illusion. A burger is prepared for 30 minutes. ETA remains 21 minutes for next 18 minutes.,2
O points bad experience order given before 1 hour and stil times showing 27 minutes.... Still no cal or any massage came yet... Bad experience. I suggest dnt order anything on this app,1
"Applied promo code on at the time of payment and it applied and showed discount of 29 and another discount for single payment upto 40 also not giving but the amount debit was without discount, if pro member face this kind of experience so what about others.",2
Worst customer service experience. I really hate this app. Doesn't filter as per requirements. I have to say lot about this zomato service but I don't want waste my time in writing.,1
"Excellent application and easy to use, the delivery is fast.",5
No delivery near me although i live in a place where the food can be easily delivered but this app is not showing any dilevery near me.,1
"Worst app these apps give multi order delivery to delivery guys, I received an order just from 3 kms in 1.5 hour",1
Easy to place orders. But now taxes and shipping costs are almost 20% of net price of items.,3
"I ordered an item in a wrong address once by mistake,... But after i cancelled the order, they refused to refund the money which i paid before.... Their customer care refused to deliver the order beyond 5km and told me to talk with the delivery boy... Even after I requested the delivery boy to deliver the food and that I'll give some extra to come beyond 5km, they refused.. I wasted my hard earned money... I will never use such apps again",1
Worst delivery service...if you have placed an order you have to bear with them...they might cancel your order after an hour of waiting with silly reasons...I had a bad experience with Zomato,1
Very bad service. App showing restaurant online accepting order but after sum time of ordering food restaurant call and says restaurant is closed very very bad service,1
Extra charges and min order and delivery time.. all are poor,1
Very good service n deliveryman is full in manner. Love zomato,5
I have logged in with a new number. But I didn't get 1st order offer upto 60%. It's a new number.,1
This app is charging soo much.. serge charge delivery charge. And texes.. That's not fare.. if pizza is 100 with aal the charges it raises to 190 or above..,1
Worst experience whenever i have to order something they just give 2x delivery charges..........no chat support same templates get repeated and very bad experience... utterly disappointed,2
Very bad experience .food was late by 1 hour that than the expected time... So bad,1
"For one incident don't make lose in business by giving timing if they hv not delivered on time ua offering for free. This is too risk for zomato might get lose in the business. I felt sad due to one issue ua giving offers like this. Business prospective, I don't feel this is the right decision. I hope u ll change this option. That's ok we ll wait if they deliver late. We can also understand there condition. Zomato is doing great. Change the decisions according to the business prospective wise.",5
"Amazing experience from zomato,but the price only too high",5
If you get into issues wrt delivery of your order...be assured you'll not get any help from zomato as their customer care team is as good as their chatbots. You'll keep getting standard responses but no refunds!,1
Nice app with very good delivery on time with polite attitude..,5
awesome app.. perfect experience of selecting the food/restaurants/cuisines ... checking ratings.. very intuitive interface.. worthy of 5 stars. .,5
"Doing great service , sometimes problems occurs like different food I know it's because of particular restaurant from zomato I'm satisfied 100%",5
Whenever I order from this place it's showing the wrong location for the delivery. From other places all coming to me without any issues..,4
Zomato is not providing a good service if the restaurent not accepted the order they will not refund if you pay online totally fraud people from the beginning since my 3 order should be refunded still I am not get anything instead they will give a rrn number if we check that number with bank the bank says there is no refunds received on Ur card totally Zomato is fraud FRAUD FRAUD BE CAREFULL EVERY ONE. also they cant deliver the food on time and they are not haveing the best restaurants,1
Good it's a useful app 😊 I enjoyed it .this app is very useful for foodies And jobers,4
"To all the restaurants out there, for a takeaway order if you give less quantity or even give an empty box to the customer, Zomato will not do anything about it, because it is not in their system to compensate. So anyone wants to use this loophole they are free to. Thank you Zomato for such an amazing service and brilliant loopholes to help the restaurants at the expense of customer's money.",1
Good food ordering app. Always provides great discounts and offers. Live tracking could be a bit accurate,5
Very fast service and Enough choices for Tasty food,5
Great way to order food. Easy to use. Easy to rate restaurants best application to order food online thank you,5
"Quite a lot of paid reviews on Zomato. Degraded performance parameters. Many paid reviews it seems while going through profiles. The same person reviews a restaurant for Delhi, then Goa and Bhopal. Another one of the same restaurant at multiple outlets. How does Zomato even let them thrive while letting restaurants influence ratings? Bizzare",1
Its an amazing app which has almost every restaurant i require,5
Bad very bad. They charge for service but there service is very poor. Besides you charge extra on menu items too...,1
"in big metros the offers are great Soni's the food, in a small town like kochi the food, especially veg food is horrible. Zomato should push for better food quality.",3
"Very pathetic service.even if you will have genuine issues,customer support executive will not ready to listen.",1
"I liked it, yeah it was few minutes late but I guess it's not an issue as they are humans too. I enjoyed my food 😋 and the price was not too high, it was in my budget.",5
All your listings are becoming expensive plus offers are sometimes not there. Paying 1000 or 2000 for food is kind unrealistic like if you wanna order daily or alternate. Indian food delivery companies have become greedy,1
Love the app. Only thing is can't able to track the delivery man. After I got delivery tracking is updating,4
"Very worst 👎 in many of my orders many items were missing and there is no proper response when I reported it, it was just waste of money and a big disappointment",1
I love chicken kabab Visited kothanur kitchen for my dinner.. I got to taste kothu parotha with sherwa the very first time. It tasted like egg burji for me. It is heavy and filler.. best for larger groups.,5
"I am on zomato platform since 2011, earlier i use the app to get info about nearby restaurants, since than it really grown and best app in compitition.",5
"Too high rates, not affordable like uber. Missing uber. Even delivery charges are high. Just fooling ppl",2
Very very very satisfied I have a no word to explain this app greatness.,5
I am very impressed by their customer support.I recieved stale and uncooked food as a result i raised a complained regarding it and they resolved it within minutes....i m really impressed...lots of love and keep it up,5
Delivery Tracking UI needs to improve.,4
delivery late and using first order discount 60%but you have to minimum order rupees 250 that can be possible for order so not like worst,2
We can't order two order at one time.... It seems tale only from only one restaurant not acceptable at all 🙄,2
Worst app. I am going to unistall this app right now. The customer care executives are useless. They never care for customer or their money. It is more frustrating when you are hungry.,1
Very heavy and fast ordering Zomato I liked very much,5
Excellent service and fast deliveries,5
"Worst👎experience, first and last order, only show promo code before booking but not apply at least on first order",1
Great app and instant response on queries.,5
"no timely delivery, the rider will collect the order and rome around the city and no one keeps check on him. the riders are quiet absent minded to follow the delivery instructions.",1
Too much delivery charges otherwise i Dont have any complain and i dont have any bad experience !! This is very convenient for me,4
The customer support sucks big time. They make you wait for a good 15 mins to even acknowledge your chat.,1
"Zomoto is the worst, they are really bad at refunding for your order. Mine refund has not arrived in 40 days.",1
I have ordered many times from Snack Shack and the food has always been flavourful and very delicious. The quantity is really good. I am a fan.,5
Very Very Bad Service.... and if u paid via online before delivery so now your money was lost you paid 2nd time via cod it's very bad exprience and I requst you come to swiggy its really good and cool app for food delivery,1
Smart app for easily use and gr8 restaurant quality as his ratings.such a best quality .,5
Deliver fast and quality food must try and I also read the reviews which some positive and negative also I am a google map reviewer and install first time and ordered and I didn't face any problem with related to food or delivery,5
I see a lot of improvement. Good offers. But can give better offers. 👍. Good keep it up Zomato. 👍👍.,5
"Ridiculously stupid, they keep transferring you to another executive and finally they stopped responding. And then I had to follow up the next day. And instead of addressing my concern, zomato, says they had a stern word with the restaurant and this should not be repeated!! What are you guys like 10 years old that you put in a stern word? I don't give a flying f... What I want is a value for my hard earned money.What you did was make the restaurant happy and not the customer. Customer service?",1
Good service .but some shops are not currently available and it shows currently not accepting orders,4
"App is good, but delivery charges on orders are sometimes too high.",2
Very very poor app never concern about their customers only money making app. I ordered the food and they send the wrong food and when i complaint they told please ignore this time next time we improve. Extremely dissatisfied with this poor app,1
Easy to use great app as customer service are always quick to answer and assist you with any issues with your order,5
The service is too bad Once u face problem no one is ready to solve Everyone is busy to cover up Even the customer care service as well Third class service Third class app Should learn from any other service providing app😡😡,1
I enjoyed about Zomato experience and I loved very much to order in Zomato,5
An order is canceled abrubtly without giving ny reason and when I try to contact the customer service there is only one response. We have given a refund. No further explanation!,2
still need application improvement coz some restaurants are accepting our orders later called us and told that they cant deliver to my place. These Small things create big problem for me.,4
"All prices are 20% higher than in-store prices. On top of that, we pay packing and delivery charges (which is double of swiggy). So a 100rs order costs 200rs via zomato. On top of this they have the nerve of asking us to tip!!!",1
"Nice range of restaurants, dishes covered with better deliveries and online support. Keep up the great work.",5
Last time i gave the review as excellent.. again I am telling it's more than the excellence.. It is awesome and the respect which we get from the Zomato team or from people is unreliable...,5
Don't go for advance payment... Once you paid them... Afterthat your order may be delivered next day... Also worst their customers support service,1
"Washim is one of the most important district of maharashtra. Zomato is not delivering food to washim. I mean, I am watching zomato's ad daily more than 100 times and zomato is not delivering me food. It is not fair, if you are not delivering food, then I have to strike against you.",1
Excellent service . Delivered before time .,5
VERY BAD EXPERIENCE 1) Peak time it's very hard to order one meal. They are coming up with demand is high and you should order upto 275 to 300 rps more 2) I have ordered some combo a week back . Deliver executive din get me the combo drink he is like resturant people din provide and he is telling me to raise a complaint. When I did customer care executive is like sorry next time it won't happen . Is that the way to sort out after paying 3) Delivery charges increasing badly Good going ZOMATO,1
Its delivery and 'Distance Charges' are higher than the actual food cost. Takes Rs. 30 to deliver food from my neighborhood lane.,1
Bad experience...after paying the total amount the order is missing and they give us the coupon by applying it also we have to pay the amount,1
"Overall, the Zomato App is pretty good. It is convenient and has improved over the years.",5
"Do check quality first, do not list resturants randomly",1
Nice app but still need some improvement in the packaging,4
Not allowing me to take takeaway from restaurants near my place...than whats the use of giving takeway option than. Raised query but got no response still. Already 18 days have elapsed but still no resolution in sight,1
"Zomato chat is not working for past 2 months for me.tried clearing app data,and reinstalling the app.still its not working.only stay on loading page.",1
I like this app but its should be 24hr active with delivery also...if its not possible then till 2am.because youngstars used to sleep at around 2am or 3am.,5
Good service but no guarantee of food quality,5
The most embarrassing and unprofessional application till date! Sorry to say but it is true. For good reputation try to keep atleast good delivery guys and teach them how to behave with customers. Every Zomato delivery guy I have met till date was so freaking angry and unprofessional and mannerless! Please update your location services as the food is not always delivered on same addresss and the delivery guys keeps on arguing with us on this useless topic for which I am not even responsible!,1
The worst experience I had is to the delivery boy didnt delievered the food. Though he says he has delievered the food but he should have called me while delivering. i never got any delivery call. And now they say the food is delivered. And they dont have customer care no. To reach neither they have chat option. Like the worst service,1
"Not servicing my office area... before lockdown ,they were servicing it... but not now... Swiggy is servicing this area... but why not zomato... lockdown ended long time ago... but their blackout hasn't ended...",1
"Everything about this app is great, but the so many filters they could also have added a halal filter",4
Awesome friendly UI and good customer support,5
Item not delivered though paid for. But msg came as delivered. Redressal mechanism good for nothing. Fed up.,1
Very good experience so far. Ordered quite a few times. The description inside the app is really good.,4
My order is delivered in almost 1 hrs 50 mins instead of estimated 45 mins because they clubbed my delivery with other delivery in my area. This is unacceptable. Why do you give estimated time if you're not going to deliver in time.,1
Most worst experience with zomato Order never came on time and customer care asking for 2 mins to contact to restaurant....but they didnt reach ....every time this happens.......,1
Very bad it's taking minimum of 1 hour for delivery irritating to wait that much long,1
The delivery charges is too steep to be considered for ordering. Hence signing off meaning uninstalled. Thank you for your services.,1
"Swiggy is available at my location, previously Zomato was also delivering, now no restaurants are showing. Even after complainting multiple times no response till now. Very pathetic.",1
Food delivery on time.. Money refund policy is also good I get back my deduct amount from account within given time period after chat with customer support service.,5
Excellent service..makes dining options easy and convenient without stirring out of your home or office..,5
Worst app swiggy is much better than zomato. There is no other option for paying online . The charges are comparatively very high . Slow processing app and with bad service,1
Very good app easy to access with the help of promotional code can able to eat more cheaper than actual rate in restaurant,5
Wrost app ever No solution for issue If food is bad its your fault because you ordered from that restaurent what the hell happening to zomato i ordered from zomato not dierectly from restaurent....,1
A very bad experience order full cheese burst pizza and delivered a 4 slice con pizza in chat support said send us over email order Id and issue but haven't mentioned email address and no call support .,1
Poor user experience. When refreshed many restaurants will not be available. Surge fees also increasing randomly,1
Delivery Charges are very high. Disappointed ! We think thousand times before ordering the food.,1
All items showing 30-35rs. on higher side as compared to order from restaurant,1
yeah well ordering food from differentdifferent outlet Zomato is considered to be a remarkable and also in delivering hot food does not believe in stealing food for half eaten parcel delivery it delivers funny hundred percent I feel I would give it around 7 out of 10 still it needs improvisation,5
"Inspite of using Pro, still the food prices are heavily charged by hotel, delivery and taxes are way too expensive, please reduce the cost of food and delivery.",1
App lies.. one place says free as missed the deadline and another place says only Rs 200 coupon you can claim.. And worst is in app says valet is at resturant and location says somewhere else.. Worst app and service. Full of lies.,1
This app has the worst partners that deliver the half eaten food/low quality but these guys do not take the responsibility of delivering better food. Unpunctual in the delivery is a top up.,1
Best Food App! It is very good and it gives us many coupon and I have experienced this app in both India and Dubai and its very great.,5
Some restaurants have hidden charges Zomato doesn't show that and when you cancel the order the full amount is not refunded they don't reverse the hidden charges...its kind of cheating... bill showed some different amount and UPI deduction added 60 rupees extra as hidden chrge extremely bad,1
"Stupid multiple order picking system, the one whose order has been picked up first shall always get ruined, soggy, cold food.",1
Experienced great app till date... No error in payments.. And delivery... Keep it up zomato.. Keep hinger filling... Doing great job..,5
"Quick delivery, sanitization and social distancing followed",5
Best then any other app on store.. Jst some resturanta they tie up with don't deserve to be with zomato...but mostly I always got satisfied with my orders.. ❤️,5
I can't placed order on zomato app many times app install and Uninstall. I can't find live restaurants on food delivery app,1
Compared to other apps it has worst customer service. I regret using zomato due to the irresponsible nature. If you have any issue they will make you wait for 20_30min,1
The time lapse tool is just fake it all is an adjustment you will make according to the food delivering timings. Better to remove it,3
"Delivery time is optimum. It takes 30 mins for every delivery, be that from a restaurant 15 mins away, or 30 mins. No other issues faced.Till date, that is my experience.",4
Good app for food delivery.Fast and secure.,5
May be improved further for ease of use..,4
I haven't received my order .its been a week since I mailed the complaint no action was taken neither did u refund the money I paid. I mailed several times and Ticket IDs r 7436625   7412286.plz look into the matter.,1
Orders don't get delivered on time. It does not give an option of free cancelling in such delayed cases. Worst service.,1
I am order for food which is deliver in 30 minutes but after 50 minutes I don't receive my food reason is delivery boy except two order in one time and my order is late and when I cancel my order zomato didn't give my prepaid amount.,1
"No features for changing address, making online order a hassle of made a minute mistake by taking wrong address once neither any option to cancel the order",1
At the night service is not so good just because of the resturent does not follow the proper ordering items.,3
Pathetic service as they always assigne two orders with one delivery boy...... And your order will come after 1:20 mints and some time after 1:30-40 mints..... Swiggy is always trusted delivery app ......,1
Overall it's good but I think every restaurant should have a picture of each item they have on their menu.,3
Not able to order food for the past 45 mins. It always gives me error try again during payment page.,1
Prices have increased on all foods and no offers like they used to give..too much delivery charges and unnecessary taxes are now there.,1
I used to order from swiggy usually..but there were no delivery option after 11 o'clock ..i installed zomato at 12 o'clock and ordered food...and now I've uninstalled swiggy... Zomato is far better than swiggy no caps,5
Fast delivery and good service,5
Super Fast Delivery Safe and Secure in this pandemic time Riders are friendly Love using this app,5
This app doesn't have an option for cancelling the placed order. If the payment is through online there will be no refund.,1
"Till now am happy with this app, very easy to use and user friendly, and the registered restaurant are quite good, except few cake shop as they say something else, and send something else in worst form. anyway App is very helpful.",5
"I used to order from zomato 4 years back, ive been with talabat for a long time, just recently i ordered from zomato and my order was bad. I feel zomato doesnt really care nor bother to contact the restaurant to understand what went wrong. The staff and the chat system is off and not good. No proper response its behind in so many ways.",1
"Very bad time progress line, not accurate at all, drivers waste a lot of time to deliver cold food... Bad experience",1
Delivery in time. And tasty super. My children likes very much. Thanks Zomato,5
Poor delivery experience. Just not bothered about customers. Long delays and no way to get across to them.,1
"Food taste matter the most and the taste is not upto the mark, in my family everybody love to eat chicken roll. After eating chicken roll from the imran kababs and momos restaurant they said it is third grade and throw in the dustbin full waste of money. I will suggest no to order anything from this restaurant.",1
"Hey Guys, Kindly notice that if you ordered any food from any restaurant, once you apply coupon then final price is same or more then the actual price of your food. Even, price of food on zomato is more than actual price listed in a restaurant. Simply, zomato is making fool to their customers. Jaago Grahak Jaago!",1
"Very less options for dishes without onion garlic. pls tell the sellers to mention without onion garlic dishes. I liked the shivsagar dine , yet not ordered but they mentioned abt jsin preparation. will soon order frm there.",3
"Very bad never go with this app, I got wrong item but I sent pictures more than 3 times but no 1 will respond and no 1 will resolve I'll suggest never go with this app very worst and bad experience",1
It should have the feature of ordering food in a single go from different restaurants. Rest all features and delivery etc. are nice.,4
The only reason why I'm giving you one star is because I'm just tired of watching your ads on every single YouTube video I watch. IT'S WAY TOO MUCH IRRITATING !!!,1
"Several complaints, but no resolution. Their customer service department is just dummy, not at all helpful. They are there just for mentioning apologies and begging next chance. #hatezomato",1
I loved this app too much it's easy to order and delivery is also fast mmm at given time,5
If there is any rating less then 1star then it goes to you guy's... Even you guys don't know how to get in touch with your restaurant.. Don't have courtesy to call the customer and apologize... More over giving the same written answers... I am informing all in my contact list uninstall the ZOMATO app and install other delivery apps who are delivers on time.. Still more reviews will go on other social media,1
"Worst response, delivered wrong food. Unprofessional approach, no body hear & don't resolve problem.",1
Ordered food at 10:30. Still waiting for delivery. Delivery guys not responding to calls. No help available on chat support,1
A very good app with a variety of restaurant to choose from. The promo code and the discount they provide is very good...,5
It's okay. Offers are needed to be given more in tyese trying times,4
App is super slow and some times purchased voucher code and coupons doesn't work on app and also high delivery charges and taxes...,1
Very nice app. Just one prob I faced that I gave my location correct but the valet went another place. Overall very nice,5
"Please, in addition to Calcutta, please do also the delivery in the surrounding districts. Help us get Zomato's services in all the people who are in the districts along with Kolkata😊",1
Very bad... Pathetic.... I ordered and they delivered incomplete order.. After complaining them and writing mail and feedbacks many times... They didn't refund my money... They don't even reply... They took my money and didn't not deliver complete order.,1
Bloody app i cant even connect to a agent that bot wont allowing me and said to email and they reply within 2 days but its been 4 days they didnt even replied me through email whats the use of sending email if no one is replying through that one. Worst customer service,1
This app never disappoint me and it is easy to use and no payment issue like other food delivery app specially swiggy...,5
"I am editing my review from 5 stars to 3 stars because of Zomato's very poor customer service helpline. Unlike SWIGGY that refunds your money immediately, Zomato takes a ridiculously long time for even an amount of rs 32. When it finally does refund, it gives you only rs 26/- So again I complain about this dishonesty and inefficiency. Then again I wait. And then I get a further refund of rs 6. Zomato is this what you call efficiency? Or honesty? Very disappointed with you.",3
"Really amazing I ordered pizza from US Pizza today, amazing taste in the world. Today, I have not tasted the wireless taste in the world. I have enjoyed the best tasting test, excellent cheese, fresh vegetables and a great base pizza. I reached out to us in a very good time, I did not eat such a delicious pizza, till date, the best of my experience till date, whenever we go to Metro Mall, US Pizza will surely eat only that pizza today. Enjoyed and am eager to test all the pizzas. Thanks US Pizza",5
Zomato should improve the live tracking of the order. Sometimes the driver location cannot be tracked.,5
"Don't have the time sense, the restaurant which gives you the timeline but it takes time to deliver. Waste of time",1
"Nice delivery app and very good service, delivery executive was very polite and humble.",5
Not taking guarrenty of food quantity and quality. I had order chicken full handi in that leg poece of chiken is not there and even after chat with customer care they refuse to refund partial amount.. thats not great deal zomato you are the mediator between restaurant and customer you should take responsibility....,1
